Go back to description page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAZONE,INTERMEDIATE GEOGRAPHY CODE,INTERMEDIATE GEOGRAPHY NAME,MULTI-MEMBER WARD CODE,MULTI-MEMBER WARD NAME,SCOTTISH PARLIAMENTARY CONSTITUENCY CODE,SCOTTISH PARLIAMENTARY CONSTITUENCY NAME,LOCAL AUTHORITY CODE,LOCAL AUTHORITY NAME,COMMUNITY HEALTH PARTNERSHIP CODE,COMMUNITY HEALTH PARTNERSHIP NAME,HEALTH BOARD CODE,HEALTH BOARD NAME,SIX-FOLD URBAN RURAL CLASSIFICATION 2008 CODE,SIX-FOLD URBAN RURAL CLASSIFICATION 2008,"OVERALL 
SIMD
RANK 2009 V2","VIGINTILE
(SIMD 2009 V2)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2009 V2)","INCOME 
DOMAIN 
RANK 2009 V2","EMPLOYMENT 
DOMAIN
RANK 2009","HEALTH
DOMAIN
RANK 2009","EDUCATION
DOMAIN
RANK 2009","HOUSING
DOMAIN
RANK 2009","GEOGRAPHIC ACCESS
DOMAIN
RANK 2009","CRIME
DOMAIN
RANK 2009",TOTAL POPULATION (SAPE 2007),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2007)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","OVERALL 
SIMD
RANK 2006","VIGINTILE
(SIMD 2006)",DATAZONE IN THE 15% MOST DEPRIVED? (SIMD 2006),"CURRENT INCOME 
DOMAIN 
RANK 2006","EMPLOYMENT 
DOMAIN
RANK 2006","HEALTH
DOMAIN
RANK 2006","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2006","HOUSING
DOMAIN
RANK 2006","GEOGRAPHIC ACCESS TO SERVICES
DOMAIN
RANK 2006","CRIME
DOMAIN
RANK 2006",TOTAL POPULATION (SAPE 2004),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2004)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","OVERALL 
SIMD
RANK 2004","VIGINTILE
(SIMD 2004)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2004)","CURRENT INCOME 
DOMAIN 
RANK 2004","EMPLOYMENT 
DOMAIN
RANK 2004","HEALTH
DOMAIN
RANK 2004","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2004","HOUSING
DOMAIN
RANK 2004","GEOGRAPHIC ACCESS AND TELECOMMUNICATIONS
DOMAIN
RANK 2004",TOTAL POPULATION (CENSUS 2001),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(CENSUS 2001)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)"
S01004566,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5210,17,No,5296,4691,5146,3737,5508.5,3260,4667,784,525,40,5.0,30,6.0,5449,17,No,5522.5,5914,5452,3505,5508.5,2089,4897,819,551,30,3.7,21,3.8,4320,14,No,4725,4045,5223,2673,5508.5,1744,733,483,44,6,43,8.9
S01004567,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1433,5,No,1506,813,2073,1343,3627,4249,5177,464,263,105,22.0,60,22.0,1425,5,No,1294,1286,2254,790,3627,3058,5316,483,263,108,22.4,54,20.5,1345,5,No,1372,966,2834,881,3627,3522,506,268,117,23.1,65,24.3
S01004568,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2424,8,No,2363,2241,2220,2297,2168,6000,1059,663,378,115,17.0,50,14.0,2343,8,No,2787.5,2067.5,2507,1609,2168,5653,997,663,378,88,13.3,60,15.9,2329,8,No,2570,1794,1934,2226,2168,5986,669,393,100,14.9,72,18.3
S01004569,S02000878,North Lanarkshire - Craigneuk Wishaw,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,15,1,Yes,11,72,28,14,1472,3828,280,628,390,385,61.0,145,37.0,27,1,Yes,47,116,42,4,1472,2561,165,703,415,357,50.8,154,37.1,73,1,Yes,8,121,318,59,1472,4606,700,428,454,64.9,167,39
S01004570,S02000872,North Lanarkshire - Wishaw East,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5098,16,No,5704,4393,4396,4449,5892,2339,4806,659,467,25,4.0,30,7.0,5022,16,No,5363,4580.5,4223,4689,5892,2249,4442,687,490,28,4.1,34,6.9,4811,15,No,5674,3910.5,4169,4865,5892,1689,696,514,21,3,48,9.3
S01004571,S02000877,North Lanarkshire - Wishaw North,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2596,8,No,2693,2255,2188,2668,5417,4449,1373,627,342,100,15.0,50,14.0,2302,8,No,2211,1756,2330,2753,5417,3740,2857,622,348,100,16.1,61,17.5,2634,9,No,2315.5,1745,3018,3190,5417,4871,660,376,108,16.4,70,18.6
S01004572,S02000872,North Lanarkshire - Wishaw East,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1943,6,No,2092,1764,1752,2485,2948.5,2441,1783,726,447,135,19.0,70,16.0,1932,6,No,1826,1684,1754,2506,2948.5,2606,4349,751,479,139,18.5,86,18.0,1759,6,No,2143,1599,1698,1907,2948.5,1770,739,482,128,17.3,94,19.5
S01004573,S02000877,North Lanarkshire - Wishaw North,2320,North Lanarkshire - Wishaw,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2545,8,No,2347,2805,2458,1636,3202.5,3628,3015,611,361,105,17.0,40,11.0,3078,10,No,3148,2824,2741,2828,3202.5,3993,1791,586,329,69,11.8,41,12.5,2957,10,No,3611,2604,3033,1916,3202.5,2626,617,316,63,10.2,45,14.2
S01004574,S02000879,North Lanarkshire - Ladywell,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5805,18,No,5999,5200,5233,6042,5901.5,2118,5574,521,354,15,3.0,20,5.0,6205,20,No,6427,5615,6316,5913,5901.5,2179,5268,526,352,6,1.1,16,4.5,5485,17,No,5854,5298.5,4610,5608,5901.5,1536,505,322,13,2.6,18,5.6
S01004575,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3183,10,No,3378,1999,2321,4533,3825.5,4738,3987,699,449,85,12.0,65,15.0,3206,10,No,3221.5,2253,2534,3976,3825.5,5010,3413,696,436,80,11.5,65,14.9,3253,10,No,3347,2078,3405,3842,3825.5,4279,719,430,81,11.3,72,16.7
S01004576,S02000872,North Lanarkshire - Wishaw East,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,4588,15,No,5073,4998,4060,3227,4819,1441,4376,554,385,30,6.0,20,5.0,4981,16,No,5753,5199.5,4227,4353,4819,1392,3787,591,419,18,3.0,23,5.5,4914,16,No,5780,5134,4170,4791,4819,896,618,432,17,2.8,26,6
S01004577,S02000876,North Lanarkshire - Muirhouse and Knowetop,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3216,10,No,2801,2939,2941,4909,3626,5521,448,578,376,85,15.0,40,11.0,2844,9,No,3059,2202,1870,5509,3626,5334,514,514,336,62,12.1,51,15.2,3165,10,No,3048,2380,2733,3625,3626,4722,575,388,72,12.5,59,15.2
S01004578,S02000879,North Lanarkshire - Ladywell,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5906,19,No,6015,5184,5461,5823,5968,2388,6189,894,601,30,3.0,25,5.0,5733,18,No,5715,5079,5447,5669,5968,2252,5242,918,628,29,3.2,36,5.7,4950,16,No,5468,4304.5,4409,5664,5968,1318,941,664,34,3.6,54,8.1
S01004579,S02000881,North Lanarkshire - Motherwell South,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,476,2,Yes,437,271,527,1763,2334,4611,647,614,336,215,35.0,100,29.0,637,2,Yes,491,275,967,2091,2334,4867,3270,634,335,205,32.3,106,31.6,812,3,Yes,1012,386,947,1932,2334,3772,656,342,176,26.8,107,31.3
S01004580,S02000880,North Lanarkshire - Coltness,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1779,6,No,1684,1830,2178,1259,1095,3929,2681,800,469,170,21.0,75,16.0,1750,6,No,1784,1691,1900,1443,1095,3190,3640,870,486,163,18.7,87,17.9,1793,6,No,1851,1793,1953,1368,1095,5371,877,469,169,19.3,86,18.3
S01004581,S02000877,North Lanarkshire - Wishaw North,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2146,7,No,2335,2063,2042,2318,2401,2973,1253,1115,740,195,17.0,105,14.0,1918,6,No,2144,1852,1623,2252,2401,3407,1015,1062,681,175,16.5,116,17.0,1768,6,No,2417,1338,1429,2108,2401,2773,1091,681,172,15.8,146,21.4
S01004582,S02000880,North Lanarkshire - Coltness,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,4481,14,No,4870,3679,3781,4291,2823.5,3056,3489,568,353,35,7.0,30,9.0,4324,14,No,4440,3672,4182,3917,2823.5,2874,3791,597,367,41,6.9,35,9.5,4389,14,No,4784,3950.5,4097,2917,2823.5,3972,588,357,34,5.8,33,9.2
S01004583,S02000881,North Lanarkshire - Motherwell South,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1119,4,No,1244,899,998,1727,1939,5862,262,989,555,250,25.0,120,21.0,554,2,Yes,790,188,844,1496,1939,5947,340,1032,578,285,27.6,197,34.1,940,3,Yes,1077,412,1204,2084,1939,5710,991,533,258,26,164,30.8
S01004584,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,449,2,Yes,489,655,739,163,1534,2423,1013,797,481,275,34.0,115,24.0,382,2,Yes,499,520,630,136,1534,1844,896,729,438,235,32.2,121,27.6,379,2,Yes,301,532,849,189,1534,3032,726,459,293,40.4,133,29
S01004585,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,803,3,Yes,1047,529,1080,705,1596,3146,2615,577,350,155,27.0,90,25.0,832,3,Yes,981,670,1037,731,1596,1953,5262,588,369,149,25.3,95,25.7,1114,4,No,1298,764,1521,1154,1596,4285,610,408,145,23.8,107,26.2
S01004586,S02000879,North Lanarkshire - Ladywell,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5998,19,No,5149,5692,5184,5785,5886,4872,4033,1095,691,60,6.0,25,4.0,6222,20,No,5967,5772,4463,5892,5886,4666,5101,1138,714,29,2.5,30,4.2,5722,18,No,5842,4490,5024,5993,5886,3170,1118,679,29,2.6,52,7.7
S01004587,S02000878,North Lanarkshire - Craigneuk Wishaw,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,140,1,Yes,193,87,111,761,1629,4590,201,884,546,370,42.0,195,36.0,200,1,Yes,298,111,139,838,1629,3005,515,923,559,340,36.8,208,37.2,279,1,Yes,391,104,308,736,1629,4904,906,571,343,37.9,229,40.1
S01004588,S02000880,North Lanarkshire - Coltness,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2587,8,No,2792,2422,2185,2505,1512,3348,2308,657,390,100,15.0,50,13.0,2266,7,No,2446,2267,1798,2443,1512,2674,2699,692,411,103,14.9,61,14.8,2169,7,No,2688.5,1856,1389,2246,1512,5049,693,395,99,14.3,71,18
S01004589,S02000879,North Lanarkshire - Ladywell,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,4927,16,No,5044,4451,3766,5272,5408,3545,2115,682,415,40,6.0,30,7.0,5007,16,No,4750,4487,4183,5664,5408,2927,3634,687,417,40,5.8,30,7.2,5040,16,No,5388,4446,4559,5165,5408,1789,752,452,29,3.9,35,7.7
S01004590,S02000880,North Lanarkshire - Coltness,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,647,2,Yes,532,610,1104,854,1630,2860,1267,875,551,295,33.0,130,24.0,853,3,Yes,654,1021,1223,977,1630,2091,1702,815,504,240,29.4,114,22.6,847,3,Yes,666,1155,1147,646,1630,3387,833,545,266,31.9,124,22.8
S01004591,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1699,6,No,2587,1170,1839,1337,1603,2433,3648,568,342,90,16.0,65,19.0,1803,6,No,2618,1264,2229,2438,1603,1495,1872,605,372,85,14.0,77,20.7,1741,6,No,2961,1156,2273,1196,1603,2834,604,365,78,12.9,83,22.7
S01004592,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,622,2,Yes,953,640,1704,252,1662,1161,768,611,351,170,28.0,80,24.0,828,3,Yes,970,740,1635,808,1662,911,2579,619,367,158,25.5,92,25.1,853,3,Yes,1063,661,2258,673,1662,1615,652,392,171,26.2,107,27.3
S01004593,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1685,6,No,1984,2114,2118,626,4112,2161,2314,943,642,180,19.0,90,14.0,2147,7,No,3087,2177.5,2461,929,4112,1482,3964,927,654,111,12.0,100,15.3,1957,7,No,2359,1681,1643,1586,4112,3184,858,621,138,16.1,118,19
S01004594,S02000875,North Lanarkshire - Newmains,2319,North Lanarkshire - Murdostoun,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,280,1,Yes,544,206,786,179,1571,1666,264,515,339,175,33.0,105,31.0,234,1,Yes,501,187,444,284,1571,998,217,550,340,177,32.2,116,34.1,375,2,Yes,543,306,359,555,1571,2096,617,393,210,34,129,32.8
S01004595,S02000879,North Lanarkshire - Ladywell,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,6097,19,No,5463,5383,5396,6152,5414,5474,3584,950,573,40,5.0,25,4.0,6111,19,No,5627,5589,5410,6053,5414,5441,2397,920,543,31,3.4,25,4.6,5742,18,No,5174,5029.5,4883,5939,5414,3732,938,560,42,4.5,35,6.3
S01004596,S02000881,North Lanarkshire - Motherwell South,2318,North Lanarkshire - Motherwell South East and Ravenscraig,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1200,4,No,1676,893,1128,1662,3206,6061,65,760,434,160,21.0,90,21.0,1136,4,No,1422,958,1125,1618,3206,6008,40,753,416,160,21.2,96,23.1,1102,4,No,1690,541,864,1485,3206,5067,718,371,147,20.5,107,28.8
S01004597,S02000882,North Lanarkshire - Motherwell West,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,5527,17,No,5689,5207,5071,5158,5447.5,2125,5018,551,397,20,4.0,20,5.0,5840,18,No,6104,5478,5499,5358,5447.5,2027,4858,582,435,13,2.2,21,4.8,5204,16,No,5751,5167,4539,5349,5447.5,1160,567,423,16,2.8,25,5.9
S01004598,S02000880,North Lanarkshire - Coltness,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2204,7,No,2046,2473,2259,1334,2091,3425,3789,674,395,125,19.0,50,13.0,2418,8,No,2773.5,2099,2092,1909,2091,2933,4887,645,376,86,13.3,59,15.7,1748,6,No,1996,1231.5,2009,1673,2091,5435,687,370,125,18.2,82,22.2
S01004599,S02000884,North Lanarkshire - Allanton,2312,North Lanarkshire - Fortissat,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,5,Accessible Rural,1950,6,No,2502,1759,1481,3316,4015,882,2562,683,433,110,16.0,70,16.0,1738,6,No,2056,1438,1428,3070,4015,1431,2402,647,409,110,17.0,79,19.3,1614,5,No,1889,1217,1705,2117,4015,1747,575,373,109,19,83,22.3
S01004600,S02000882,North Lanarkshire - Motherwell West,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1123,4,No,925,1300,903,1190,1828,2866,2942,829,514,235,28.0,95,19.0,1226,4,No,1009,1105,1408,1771,1828,2480,2960,832,516,209,25.1,113,21.9,827,3,Yes,890,742,1566,1138,1828,1207,889,541,253,28.5,143,26.4
S01004601,S02000882,North Lanarkshire - Motherwell West,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2027,7,No,1828,1977,1849,2437,2326.5,4493,1270,870,466,175,20.0,65,15.0,2455,8,No,2307,2043,2019,3022,2326.5,4479,2747,864,487,134,15.5,78,16.0,1822,6,No,2124,1594,1157,3538,2326.5,1944,861,506,150,17.4,99,19.6
S01004602,S02000880,North Lanarkshire - Coltness,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,4899,16,No,5857,4190,4787,5049,5715,1210,4426,891,560,30,3.0,40,7.0,5048,16,No,5997.5,4843,4871,5045,5715,882,5382,928,569,23,2.5,36,6.3,5379,17,No,5810,4295,4760,5593,5715,2512,971,589,26,2.7,48,8.1
S01004603,S02000881,North Lanarkshire - Motherwell South,2317,North Lanarkshire - Motherwell North,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,643,2,Yes,809,405,682,1043,2623,4757,707,835,515,245,30.0,140,27.0,883,3,Yes,957,555,1186,1178,2623,3966,1393,876,531,225,25.7,144,27.1,963,3,Yes,1092,623,1300,930,2623,5079,906,561,234,25.8,156,27.8
S01004604,S02000881,North Lanarkshire - Motherwell South,2317,North Lanarkshire - Motherwell North,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1691,6,No,1606,1757,776,3550,4159,4958,655,543,295,115,22.0,50,16.0,1532,5,No,958,1752,1140,3549,4159,4194,885,549,296,141,25.7,52,17.6,2318,8,No,1924,2158,1254,4005,4159,4309,561,275,105,18.7,45,16.4
S01004605,S02000882,North Lanarkshire - Motherwell West,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,513,2,Yes,626,510,459,558,1599,3339,1025,978,584,310,32.0,150,25.0,791,3,Yes,777,925,578,738,1599,3543,2321,1016,608,283,27.9,142,23.4,538,2,Yes,699,387,730,741,1599,2028,1025,634,319,31.1,198,31.2
S01004606,S02000886,North Lanarkshire - Forgewood,2317,North Lanarkshire - Motherwell North,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,1488,5,No,1609,1382,705,2534,2195,5279,1014,734,443,160,22.0,80,18.0,1394,5,No,1625,1145,850,2399,2195,4861,632,677,407,134,19.8,88,21.6,992,4,No,1452,890,404,947,2195,5420,736,459,165,22.4,115,25.1
S01004607,S02000886,North Lanarkshire - Forgewood,2317,North Lanarkshire - Motherwell North,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2087,7,No,1754,1566,2679,3167,1905,2851,4294,568,347,120,21.0,60,17.0,2290,8,No,1999,1935,2583,2958,1905,2555,4937,611,373,106,17.3,62,16.6,2179,7,No,2553.5,1678,2193,2114,1905,4166,625,384,94,15,73,19
S01004608,S02000883,North Lanarkshire - Motherwell North,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2727,9,No,3138,2790,1462,2403,2655,3267,3565,1234,797,165,13.0,90,11.0,2201,7,No,2421,2347,1546,1786,2655,3038,3345,934,596,140,15.0,86,14.4,1632,6,No,1920,1481.5,2545,1062,2655,2068,646,396,121,18.7,81,20.5
S01004609,S02000883,North Lanarkshire - Motherwell North,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,399,2,Yes,235,598,859,403,1126,2340,681,561,341,225,40.0,80,24.0,919,3,Yes,646,1227,1148,1075,1126,2277,1907,582,363,172,29.6,76,20.9,776,3,Yes,673,1106,1205,867,1126,1477,589,363,187,31.7,84,23.1
S01004610,S02000883,North Lanarkshire - Motherwell North,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,510,2,Yes,486,1025,650,212,1451,2658,542,743,432,255,34.0,90,20.0,585,2,Yes,650,765,1256,179,1451,2852,819,743,468,219,29.5,116,24.8,526,2,Yes,424,588.5,1201,520,1451,1846,752,468,279,37.1,132,28.2
S01004611,S02000884,North Lanarkshire - Allanton,2312,North Lanarkshire - Fortissat,4,Airdrie and Shotts,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,5,Accessible Rural,2048,7,No,2389,1662,3232,1751,2187,1375,4047,1137,677,190,17.0,110,16.0,2204,7,No,3066.5,1892,2857,1702,2187,1280,3213,1204,726,145,12.0,122,16.8,2007,7,No,2720,1667,3385,987,2187,2431,1251,751,177,14.1,143,19
S01004612,S02000883,North Lanarkshire - Motherwell North,2316,North Lanarkshire - Motherwell West,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,878,3,Yes,983,1037,643,1349,2151,1813,666,865,493,235,28.0,100,20.0,782,3,Yes,820,993,706,822,2151,1694,1604,860,495,235,27.3,113,22.8,676,3,Yes,374,806,1548,1543,2151,1394,770,445,295,38.3,115,25.8
S01004613,S02000885,North Lanarkshire - Cleland,2319,North Lanarkshire - Murdostoun,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,3219,10,No,3562,3422,2956,3562,4393,1050,2419,1428,935,160,11.0,85,9.0,3022,10,No,3475,2975.5,2068,3826,4393,1149,4093,1156,759,120,10.4,90,11.9,3079,10,No,3146,2584,3373,3014,4393,2165,874,558,106,12.1,80,14.3
S01004614,S02000887,"North Lanarkshire - Carfin, Cleekhimin and New Stevenston",2317,North Lanarkshire - Motherwell North,57,Motherwell and Wishaw,320,North Lanarkshire,S03000029,North Lanarkshire Community Health Partnership,S08000009,Lanarkshire,1,Large Urban Areas,2067,7,No,1957,1935,1584,2886,3348,3002,2472,744,440,145,19.0,70,15.0,2213,7,No,2256.5,2004,1823,3898,3348,1975,1863,760,456,120,15.8,74,16.2,2648,9,No,2338,1925,2921,3455,3348,4335,826,495,134,16.2,87,17.6
